S No,pH,Temperature,Moisture,Time_log,Gadget Id,Location,target
3619,7.0,26.3,45.4,18-01-2022 16:33,NITSL001,Farm 1,no_irrigation
3620,7.0,26.3,45.3,18-01-2022 16:33,NITSL001,Farm 1,no_irrigation
3621,7.0,26.3,45.5,18-01-2022 16:33,NITSL001,Farm 1,no_irrigation
3622,7.0,26.3,45.5,18-01-2022 16:33,NITSL001,Farm 1,no_irrigation
3623,7.0,26.3,45.5,18-01-2022 16:33,NITSL001,Farm 1,no_irrigation
3624,7.0,26.3,45.5,18-01-2022 16:33,NITSL001,Farm 1,no_irrigation
3625,7.0,26.3,45.3,18-01-2022 16:33,NITSL001,Farm 1,no_irrigation
3626,7.0,26.3,45.2,18-01-2022 16:33,NITSL001,Farm 1,no_irrigation
3627,7.0,26.3,45.4,18-01-2022 16:33,NITSL001,Farm 1,no_irrigation
3628,7.0,26.3,45.5,18-01-2022 16:33,NITSL001,Farm 1,no_irrigation
3629,7.0,26.3,45.4,18-01-2022 16:33,NITSL001,Farm 1,no_irrigation
3630,7.0,26.3,45.4,18-01-2022 16:33,NITSL001,Farm 1,no_irrigation
3631,7.0,26.3,45.5,18-01-2022 16:34,NITSL001,Farm 1,no_irrigation
3632,7.0,26.3,45.5,18-01-2022 16:34,NITSL001,Farm 1,no_irrigation
3633,7.0,26.3,45.3,18-01-2022 16:34,NITSL001,Farm 1,no_irrigation
3634,7.0,26.3,45.3,18-01-2022 16:34,NITSL001,Farm 1,no_irrigation
3635,7.0,26.3,45.3,18-01-2022 16:34,NITSL001,Farm 1,no_irrigation
3636,7.0,26.3,45.4,18-01-2022 16:34,NITSL001,Farm 1,no_irrigation
3637,7.0,26.3,45.4,18-01-2022 16:34,NITSL001,Farm 1,no_irrigation
3638,7.0,26.3,45.4,18-01-2022 16:34,NITSL001,Farm 1,no_irrigation
3639,7.0,26.3,45.4,18-01-2022 16:34,NITSL001,Farm 1,no_irrigation
3640,7.0,26.3,45.2,18-01-2022 16:34,NITSL001,Farm 1,no_irrigation
3641,7.0,26.3,45.3,18-01-2022 16:34,NITSL001,Farm 1,no_irrigation
3642,7.0,26.3,45.3,18-01-2022 16:34,NITSL001,Farm 1,no_irrigation
3643,7.0,26.3,45.5,18-01-2022 16:34,NITSL001,Farm 1,no_irrigation
3644,7.0,26.3,45.3,18-01-2022 16:35,NITSL001,Farm 1,no_irrigation
3645,7.0,26.3,45.4,18-01-2022 16:35,NITSL001,Farm 1,no_irrigation
3646,7.0,26.3,45.5,18-01-2022 16:35,NITSL001,Farm 1,no_irrigation
3647,7.0,26.3,45.3,18-01-2022 16:35,NITSL001,Farm 1,no_irrigation
3648,7.0,26.3,45.2,18-01-2022 16:35,NITSL001,Farm 1,no_irrigation
3649,7.0,26.3,45.4,18-01-2022 16:35,NITSL001,Farm 1,no_irrigation
3650,7.0,26.3,45.5,18-01-2022 16:35,NITSL001,Farm 1,no_irrigation
3651,7.0,26.3,45.5,18-01-2022 16:35,NITSL001,Farm 1,no_irrigation
3652,7.0,26.3,45.3,18-01-2022 16:35,NITSL001,Farm 1,no_irrigation
3653,7.0,26.3,45.5,18-01-2022 16:35,NITSL001,Farm 1,no_irrigation
3654,7.0,26.3,45.5,18-01-2022 16:35,NITSL001,Farm 1,no_irrigation
3655,7.0,26.3,45.3,18-01-2022 16:35,NITSL001,Farm 1,no_irrigation
3656,7.0,26.3,45.5,18-01-2022 16:35,NITSL001,Farm 1,no_irrigation
3657,7.0,26.3,45.5,18-01-2022 16:36,NITSL001,Farm 1,no_irrigation
3658,7.0,26.3,45.5,18-01-2022 16:36,NITSL001,Farm 1,no_irrigation
3659,7.0,26.3,45.4,18-01-2022 16:36,NITSL001,Farm 1,no_irrigation
3660,7.0,26.3,45.5,18-01-2022 16:36,NITSL001,Farm 1,no_irrigation
3661,7.0,26.3,45.5,18-01-2022 16:36,NITSL001,Farm 1,no_irrigation
3662,7.0,26.3,45.3,18-01-2022 16:36,NITSL001,Farm 1,no_irrigation
3663,7.0,26.3,45.5,18-01-2022 16:36,NITSL001,Farm 1,no_irrigation
3664,7.0,26.3,45.4,18-01-2022 16:36,NITSL001,Farm 1,no_irrigation
3665,7.0,26.3,45.4,18-01-2022 16:36,NITSL001,Farm 1,no_irrigation
3666,7.0,26.3,45.3,18-01-2022 16:36,NITSL001,Farm 1,no_irrigation
3667,7.0,26.3,45.5,18-01-2022 16:36,NITSL001,Farm 1,no_irrigation
3668,7.0,26.3,45.3,18-01-2022 16:36,NITSL001,Farm 1,no_irrigation
3669,7.0,26.3,45.2,18-01-2022 16:36,NITSL001,Farm 1,no_irrigation
3670,7.0,26.3,45.5,18-01-2022 16:37,NITSL001,Farm 1,no_irrigation
3671,7.0,26.3,45.2,18-01-2022 16:37,NITSL001,Farm 1,no_irrigation
3672,7.0,26.3,45.3,18-01-2022 16:37,NITSL001,Farm 1,no_irrigation
3673,7.0,26.3,45.5,18-01-2022 16:37,NITSL001,Farm 1,no_irrigation
3674,7.0,26.3,45.3,18-01-2022 16:37,NITSL001,Farm 1,no_irrigation
3675,7.0,26.3,45.4,18-01-2022 16:37,NITSL001,Farm 1,no_irrigation
3676,7.0,26.3,45.4,18-01-2022 16:37,NITSL001,Farm 1,no_irrigation
3677,7.0,26.3,45.6,18-01-2022 16:37,NITSL001,Farm 1,no_irrigation
3678,7.0,26.3,45.5,18-01-2022 16:37,NITSL001,Farm 1,no_irrigation
3679,7.0,26.3,45.5,18-01-2022 16:37,NITSL001,Farm 1,no_irrigation
3680,7.0,26.3,45.4,18-01-2022 16:37,NITSL001,Farm 1,no_irrigation
3681,7.0,26.3,45.3,18-01-2022 16:37,NITSL001,Farm 1,no_irrigation
3682,7.0,26.3,45.5,18-01-2022 16:37,NITSL001,Farm 1,no_irrigation
3683,7.0,26.3,45.5,18-01-2022 16:38,NITSL001,Farm 1,no_irrigation
3684,7.0,26.3,45.4,18-01-2022 16:38,NITSL001,Farm 1,no_irrigation
3685,7.0,26.3,45.4,18-01-2022 16:38,NITSL001,Farm 1,no_irrigation
3686,7.0,26.3,45.5,18-01-2022 16:38,NITSL001,Farm 1,no_irrigation
3687,7.0,26.3,45.5,18-01-2022 16:38,NITSL001,Farm 1,no_irrigation
3688,7.0,26.3,45.3,18-01-2022 16:38,NITSL001,Farm 1,no_irrigation
3689,7.0,26.3,45.4,18-01-2022 16:38,NITSL001,Farm 1,no_irrigation
3690,7.0,26.3,45.3,18-01-2022 16:38,NITSL001,Farm 1,no_irrigation
3691,7.0,26.3,45.2,18-01-2022 16:38,NITSL001,Farm 1,no_irrigation
3692,7.0,26.3,45.5,18-01-2022 16:38,NITSL001,Farm 1,no_irrigation
3693,7.0,26.3,45.4,18-01-2022 16:38,NITSL001,Farm 1,no_irrigation
3694,7.0,26.3,45.5,18-01-2022 16:38,NITSL001,Farm 1,no_irrigation
3695,7.0,26.3,45.5,18-01-2022 16:39,NITSL001,Farm 1,no_irrigation
3696,7.0,26.3,45.5,18-01-2022 16:39,NITSL001,Farm 1,no_irrigation
3697,7.0,26.3,45.5,18-01-2022 16:39,NITSL001,Farm 1,no_irrigation
3698,7.0,26.3,45.2,18-01-2022 16:39,NITSL001,Farm 1,no_irrigation
3699,7.0,26.3,45.5,18-01-2022 16:39,NITSL001,Farm 1,no_irrigation
3700,7.0,26.3,45.5,18-01-2022 16:39,NITSL001,Farm 1,no_irrigation
3701,7.0,26.3,45.2,18-01-2022 16:39,NITSL001,Farm 1,no_irrigation
3702,7.0,26.3,45.5,18-01-2022 16:39,NITSL001,Farm 1,no_irrigation
3703,7.0,26.3,45.5,18-01-2022 16:39,NITSL001,Farm 1,no_irrigation
3704,7.0,26.3,45.5,18-01-2022 16:39,NITSL001,Farm 1,no_irrigation
3705,7.0,26.3,45.2,18-01-2022 16:39,NITSL001,Farm 1,no_irrigation
3706,7.0,26.3,45.2,18-01-2022 16:39,NITSL001,Farm 1,no_irrigation
3707,7.0,26.3,45.3,18-01-2022 16:39,NITSL001,Farm 1,no_irrigation
3708,7.0,26.3,45.3,18-01-2022 16:40,NITSL001,Farm 1,no_irrigation
3709,7.0,26.3,45.3,18-01-2022 16:40,NITSL001,Farm 1,no_irrigation
3710,7.0,26.3,45.4,18-01-2022 16:40,NITSL001,Farm 1,no_irrigation
3711,7.0,26.3,45.2,18-01-2022 16:40,NITSL001,Farm 1,no_irrigation
3712,7.0,26.3,45.2,18-01-2022 16:40,NITSL001,Farm 1,no_irrigation
3713,7.0,26.3,45.3,18-01-2022 16:40,NITSL001,Farm 1,no_irrigation
3714,7.0,26.3,45.4,18-01-2022 16:40,NITSL001,Farm 1,no_irrigation
3715,7.0,26.3,45.5,18-01-2022 16:40,NITSL001,Farm 1,no_irrigation
3716,7.0,26.3,45.3,18-01-2022 16:40,NITSL001,Farm 1,no_irrigation
3717,7.0,26.3,45.5,18-01-2022 16:40,NITSL001,Farm 1,no_irrigation
3718,7.0,26.3,45.4,18-01-2022 16:40,NITSL001,Farm 1,no_irrigation
3719,7.0,26.3,45.3,18-01-2022 16:40,NITSL001,Farm 1,no_irrigation
3720,7.0,26.3,45.2,18-01-2022 16:40,NITSL001,Farm 1,no_irrigation
3721,7.0,26.3,45.3,18-01-2022 16:41,NITSL001,Farm 1,no_irrigation
3722,7.0,26.3,45.2,18-01-2022 16:41,NITSL001,Farm 1,no_irrigation
3723,7.0,26.3,45.2,18-01-2022 16:41,NITSL001,Farm 1,no_irrigation
3724,7.0,26.3,45.4,18-01-2022 16:41,NITSL001,Farm 1,no_irrigation
3725,7.0,26.3,45.3,18-01-2022 16:41,NITSL001,Farm 1,no_irrigation
3726,7.0,26.3,45.5,18-01-2022 16:41,NITSL001,Farm 1,no_irrigation
3727,7.0,26.3,45.5,18-01-2022 16:41,NITSL001,Farm 1,no_irrigation
3728,7.0,26.3,45.3,18-01-2022 16:41,NITSL001,Farm 1,no_irrigation
3729,7.0,26.3,45.3,18-01-2022 16:41,NITSL001,Farm 1,no_irrigation
3730,7.0,26.3,45.4,18-01-2022 16:41,NITSL001,Farm 1,no_irrigation
3731,7.0,26.3,45.3,18-01-2022 16:41,NITSL001,Farm 1,no_irrigation
3732,7.0,26.3,45.5,18-01-2022 16:41,NITSL001,Farm 1,no_irrigation
3733,7.0,26.3,45.2,18-01-2022 16:41,NITSL001,Farm 1,no_irrigation
3734,7.0,26.3,45.3,18-01-2022 16:42,NITSL001,Farm 1,no_irrigation
3735,7.0,26.3,45.4,18-01-2022 16:42,NITSL001,Farm 1,no_irrigation
3736,7.0,26.3,45.4,18-01-2022 16:42,NITSL001,Farm 1,no_irrigation
3737,7.0,26.3,45.5,18-01-2022 16:42,NITSL001,Farm 1,no_irrigation
3738,7.0,26.3,45.5,18-01-2022 16:42,NITSL001,Farm 1,no_irrigation
3739,7.0,26.3,45.5,18-01-2022 16:42,NITSL001,Farm 1,no_irrigation
3740,7.0,26.3,45.4,18-01-2022 16:42,NITSL001,Farm 1,no_irrigation
3741,7.0,26.3,45.3,18-01-2022 16:42,NITSL001,Farm 1,no_irrigation
3742,7.0,26.3,45.3,18-01-2022 16:42,NITSL001,Farm 1,no_irrigation
3743,7.0,26.3,45.4,18-01-2022 16:42,NITSL001,Farm 1,no_irrigation
3744,7.0,26.3,45.2,18-01-2022 16:42,NITSL001,Farm 1,no_irrigation
3745,7.0,26.3,45.3,18-01-2022 16:42,NITSL001,Farm 1,no_irrigation
3746,7.0,26.3,45.3,18-01-2022 16:42,NITSL001,Farm 1,no_irrigation
3747,7.0,26.3,45.3,18-01-2022 16:43,NITSL001,Farm 1,no_irrigation
3748,7.0,26.3,45.3,18-01-2022 16:43,NITSL001,Farm 1,no_irrigation
3749,7.0,26.3,45.4,18-01-2022 16:43,NITSL001,Farm 1,no_irrigation
3750,7.0,26.3,45.4,18-01-2022 16:43,NITSL001,Farm 1,no_irrigation
3751,7.0,26.3,45.3,18-01-2022 16:43,NITSL001,Farm 1,no_irrigation
3752,7.0,26.3,45.4,18-01-2022 16:43,NITSL001,Farm 1,no_irrigation
3753,7.0,26.3,45.4,18-01-2022 16:43,NITSL001,Farm 1,no_irrigation
3754,7.0,26.3,45.2,18-01-2022 16:43,NITSL001,Farm 1,no_irrigation
3755,7.0,26.3,45.3,18-01-2022 16:43,NITSL001,Farm 1,no_irrigation
3756,7.0,26.3,45.3,18-01-2022 16:43,NITSL001,Farm 1,no_irrigation
3757,7.0,26.3,45.4,18-01-2022 16:43,NITSL001,Farm 1,no_irrigation
3758,7.0,26.3,45.2,18-01-2022 16:43,NITSL001,Farm 1,no_irrigation
3759,7.0,26.3,45.3,18-01-2022 16:44,NITSL001,Farm 1,no_irrigation
3760,7.0,26.3,45.4,18-01-2022 16:44,NITSL001,Farm 1,no_irrigation
3761,7.0,26.3,45.5,18-01-2022 16:44,NITSL001,Farm 1,no_irrigation
3762,7.0,26.3,45.4,18-01-2022 16:44,NITSL001,Farm 1,no_irrigation
3763,7.0,26.3,45.3,18-01-2022 16:44,NITSL001,Farm 1,no_irrigation
3764,7.0,26.3,45.4,18-01-2022 16:44,NITSL001,Farm 1,no_irrigation
3765,7.0,26.3,45.3,18-01-2022 16:44,NITSL001,Farm 1,no_irrigation
3766,7.0,26.3,45.5,18-01-2022 16:44,NITSL001,Farm 1,no_irrigation
3767,7.0,26.3,45.2,18-01-2022 16:44,NITSL001,Farm 1,no_irrigation
3768,7.0,26.3,45.4,18-01-2022 16:44,NITSL001,Farm 1,no_irrigation
3769,7.0,26.3,45.3,18-01-2022 16:44,NITSL001,Farm 1,no_irrigation
3770,7.0,26.3,45.4,18-01-2022 16:44,NITSL001,Farm 1,no_irrigation
3771,7.0,26.3,45.5,18-01-2022 16:44,NITSL001,Farm 1,no_irrigation
3772,7.0,26.3,45.4,18-01-2022 16:45,NITSL001,Farm 1,no_irrigation
3773,7.0,26.3,45.4,18-01-2022 16:45,NITSL001,Farm 1,no_irrigation
3774,7.0,26.3,45.5,18-01-2022 16:45,NITSL001,Farm 1,no_irrigation
3775,7.0,26.3,45.5,18-01-2022 16:45,NITSL001,Farm 1,no_irrigation
3776,7.0,26.3,45.3,18-01-2022 16:45,NITSL001,Farm 1,no_irrigation
3777,7.0,26.3,45.2,18-01-2022 16:45,NITSL001,Farm 1,no_irrigation
3778,7.0,26.3,45.2,18-01-2022 16:45,NITSL001,Farm 1,no_irrigation
3779,7.0,26.3,45.4,18-01-2022 16:45,NITSL001,Farm 1,no_irrigation
3780,7.0,26.3,45.3,18-01-2022 16:45,NITSL001,Farm 1,no_irrigation
3781,7.0,26.3,45.4,18-01-2022 16:45,NITSL001,Farm 1,no_irrigation
3782,7.0,26.3,45.4,18-01-2022 16:45,NITSL001,Farm 1,no_irrigation
3783,7.0,26.3,45.4,18-01-2022 16:45,NITSL001,Farm 1,no_irrigation
3784,7.0,26.3,45.3,18-01-2022 16:45,NITSL001,Farm 1,no_irrigation
3785,7.0,26.3,45.3,18-01-2022 16:46,NITSL001,Farm 1,no_irrigation
3786,7.0,26.3,45.2,18-01-2022 16:46,NITSL001,Farm 1,no_irrigation
3787,7.0,26.3,45.4,18-01-2022 16:46,NITSL001,Farm 1,no_irrigation
3788,7.0,26.3,45.5,18-01-2022 16:46,NITSL001,Farm 1,no_irrigation
3789,7.0,26.3,45.3,18-01-2022 16:46,NITSL001,Farm 1,no_irrigation
3790,7.0,26.3,45.5,18-01-2022 16:46,NITSL001,Farm 1,no_irrigation
3791,7.0,26.3,45.4,18-01-2022 16:46,NITSL001,Farm 1,no_irrigation
3792,7.0,26.3,45.5,18-01-2022 16:46,NITSL001,Farm 1,no_irrigation
3793,7.0,26.3,45.2,18-01-2022 16:46,NITSL001,Farm 1,no_irrigation
3794,7.0,26.3,45.3,18-01-2022 16:46,NITSL001,Farm 1,no_irrigation
3795,7.0,26.3,45.2,18-01-2022 16:46,NITSL001,Farm 1,no_irrigation
3796,7.0,26.3,45.4,18-01-2022 16:46,NITSL001,Farm 1,no_irrigation
3797,7.0,26.3,45.4,18-01-2022 16:46,NITSL001,Farm 1,no_irrigation
3798,7.0,26.3,45.4,18-01-2022 16:47,NITSL001,Farm 1,no_irrigation
3799,7.0,26.3,45.5,18-01-2022 16:47,NITSL001,Farm 1,no_irrigation
3800,7.0,26.3,45.4,18-01-2022 16:47,NITSL001,Farm 1,no_irrigation
3801,7.0,26.3,45.3,18-01-2022 16:47,NITSL001,Farm 1,no_irrigation
3802,7.0,26.3,45.3,18-01-2022 16:47,NITSL001,Farm 1,no_irrigation
3803,7.0,26.3,45.5,18-01-2022 16:47,NITSL001,Farm 1,no_irrigation
3804,7.0,26.3,45.2,18-01-2022 16:47,NITSL001,Farm 1,no_irrigation
3805,7.0,26.3,45.2,18-01-2022 16:47,NITSL001,Farm 1,no_irrigation
3806,7.0,26.3,45.3,18-01-2022 16:47,NITSL001,Farm 1,no_irrigation
3807,7.0,26.3,45.2,18-01-2022 16:47,NITSL001,Farm 1,no_irrigation
3808,7.0,26.3,45.2,18-01-2022 16:47,NITSL001,Farm 1,no_irrigation
3809,7.0,26.3,45.5,18-01-2022 16:47,NITSL001,Farm 1,no_irrigation
3810,7.0,26.3,45.1,18-01-2022 16:47,NITSL001,Farm 1,no_irrigation
3811,7.0,26.3,45.2,18-01-2022 16:48,NITSL001,Farm 1,no_irrigation
3812,7.0,26.3,45.4,18-01-2022 16:48,NITSL001,Farm 1,no_irrigation
3813,7.0,26.3,45.4,18-01-2022 16:48,NITSL001,Farm 1,no_irrigation
3814,7.0,26.3,45.3,18-01-2022 16:48,NITSL001,Farm 1,no_irrigation
3815,7.0,26.3,45.2,18-01-2022 16:48,NITSL001,Farm 1,no_irrigation
3816,7.0,26.3,45.5,18-01-2022 16:48,NITSL001,Farm 1,no_irrigation
3817,7.0,26.3,45.2,18-01-2022 16:48,NITSL001,Farm 1,no_irrigation
3818,7.0,26.3,45.4,18-01-2022 16:48,NITSL001,Farm 1,no_irrigation
3819,7.0,26.3,45.3,18-01-2022 16:48,NITSL001,Farm 1,no_irrigation
3820,7.0,26.3,45.3,18-01-2022 16:48,NITSL001,Farm 1,no_irrigation
3821,7.0,26.3,45.4,18-01-2022 16:48,NITSL001,Farm 1,no_irrigation
3822,7.0,26.3,45.2,18-01-2022 16:48,NITSL001,Farm 1,no_irrigation
3823,7.0,26.3,45.4,18-01-2022 16:48,NITSL001,Farm 1,no_irrigation
3824,7.0,26.3,45.2,18-01-2022 16:49,NITSL001,Farm 1,no_irrigation
3825,7.0,26.3,45.5,18-01-2022 16:49,NITSL001,Farm 1,no_irrigation
3826,7.0,26.3,45.3,18-01-2022 16:49,NITSL001,Farm 1,no_irrigation
3827,7.0,26.3,45.3,18-01-2022 16:49,NITSL001,Farm 1,no_irrigation
3828,7.0,26.3,45.3,18-01-2022 16:49,NITSL001,Farm 1,no_irrigation
3829,7.0,26.3,45.2,18-01-2022 16:49,NITSL001,Farm 1,no_irrigation
3830,7.0,26.3,45.4,18-01-2022 16:49,NITSL001,Farm 1,no_irrigation
3831,7.0,26.3,45.2,18-01-2022 16:49,NITSL001,Farm 1,no_irrigation
3832,7.0,26.3,45.2,18-01-2022 16:49,NITSL001,Farm 1,no_irrigation
3833,7.0,26.3,45.3,18-01-2022 16:49,NITSL001,Farm 1,no_irrigation
3834,7.0,26.3,45.2,18-01-2022 16:49,NITSL001,Farm 1,no_irrigation
3835,7.0,26.3,45.4,18-01-2022 16:49,NITSL001,Farm 1,no_irrigation
3836,7.0,26.3,45.4,18-01-2022 16:50,NITSL001,Farm 1,no_irrigation
3837,7.0,26.3,45.3,18-01-2022 16:50,NITSL001,Farm 1,no_irrigation
3838,7.0,26.3,45.5,18-01-2022 16:50,NITSL001,Farm 1,no_irrigation
3839,7.0,26.3,45.2,18-01-2022 16:50,NITSL001,Farm 1,no_irrigation
3840,7.0,26.3,45.2,18-01-2022 16:50,NITSL001,Farm 1,no_irrigation
3841,7.0,26.3,45.3,18-01-2022 16:50,NITSL001,Farm 1,no_irrigation
3842,7.0,26.3,45.4,18-01-2022 16:50,NITSL001,Farm 1,no_irrigation
3843,7.0,26.3,45.1,18-01-2022 16:50,NITSL001,Farm 1,no_irrigation
3844,7.0,26.3,45.5,18-01-2022 16:50,NITSL001,Farm 1,no_irrigation
3845,7.0,26.3,45.5,18-01-2022 16:50,NITSL001,Farm 1,no_irrigation
3846,7.0,26.3,45.2,18-01-2022 16:50,NITSL001,Farm 1,no_irrigation
3847,7.0,26.3,45.2,18-01-2022 16:50,NITSL001,Farm 1,no_irrigation
3848,7.0,26.3,45.3,18-01-2022 16:50,NITSL001,Farm 1,no_irrigation
3849,7.0,26.3,45.3,18-01-2022 16:51,NITSL001,Farm 1,no_irrigation
3850,7.0,26.3,45.4,18-01-2022 16:51,NITSL001,Farm 1,no_irrigation
3851,7.0,26.3,45.4,18-01-2022 16:51,NITSL001,Farm 1,no_irrigation
3852,7.0,26.3,45.3,18-01-2022 16:51,NITSL001,Farm 1,no_irrigation
3853,7.0,26.3,45.1,18-01-2022 16:51,NITSL001,Farm 1,no_irrigation
3854,7.0,26.3,45.2,18-01-2022 16:51,NITSL001,Farm 1,no_irrigation
3855,7.0,26.3,45.3,18-01-2022 16:51,NITSL001,Farm 1,no_irrigation
3856,7.0,26.3,45.3,18-01-2022 16:51,NITSL001,Farm 1,no_irrigation
3857,7.0,26.3,45.4,18-01-2022 16:51,NITSL001,Farm 1,no_irrigation
3858,7.0,26.3,45.3,18-01-2022 16:51,NITSL001,Farm 1,no_irrigation
3859,7.0,26.3,45.4,18-01-2022 16:51,NITSL001,Farm 1,no_irrigation
3860,7.0,26.3,45.3,18-01-2022 16:51,NITSL001,Farm 1,no_irrigation
3861,7.0,26.3,45.2,18-01-2022 16:51,NITSL001,Farm 1,no_irrigation
3862,7.0,26.3,45.2,18-01-2022 16:52,NITSL001,Farm 1,no_irrigation
3863,7.0,26.3,45.2,18-01-2022 16:52,NITSL001,Farm 1,no_irrigation
3864,7.0,26.3,45.3,18-01-2022 16:52,NITSL001,Farm 1,no_irrigation
3865,7.0,26.3,45.4,18-01-2022 16:52,NITSL001,Farm 1,no_irrigation
3866,7.0,26.3,45.3,18-01-2022 16:52,NITSL001,Farm 1,no_irrigation
3867,7.0,26.3,45.3,18-01-2022 16:52,NITSL001,Farm 1,no_irrigation
3868,7.0,26.3,45.3,18-01-2022 16:52,NITSL001,Farm 1,no_irrigation
3869,7.0,26.3,45.2,18-01-2022 16:52,NITSL001,Farm 1,no_irrigation
3870,7.0,26.3,45.3,18-01-2022 16:52,NITSL001,Farm 1,no_irrigation
3871,7.0,26.3,45.3,18-01-2022 16:52,NITSL001,Farm 1,no_irrigation
3872,7.0,26.3,45.1,18-01-2022 16:52,NITSL001,Farm 1,no_irrigation
3873,7.0,26.3,45.2,18-01-2022 16:52,NITSL001,Farm 1,no_irrigation
3874,7.0,26.3,45.2,18-01-2022 16:52,NITSL001,Farm 1,no_irrigation
3875,7.0,26.3,45.2,18-01-2022 16:53,NITSL001,Farm 1,no_irrigation
3876,7.0,26.3,45.4,18-01-2022 16:53,NITSL001,Farm 1,no_irrigation
3877,7.0,26.3,45.3,18-01-2022 16:53,NITSL001,Farm 1,no_irrigation
3878,7.0,26.3,45.2,18-01-2022 16:53,NITSL001,Farm 1,no_irrigation
3879,7.0,26.3,45.2,18-01-2022 16:53,NITSL001,Farm 1,no_irrigation
3880,7.0,26.3,45.2,18-01-2022 16:53,NITSL001,Farm 1,no_irrigation
3881,7.0,26.3,45.3,18-01-2022 16:53,NITSL001,Farm 1,no_irrigation
3882,7.0,26.3,45.2,18-01-2022 16:53,NITSL001,Farm 1,no_irrigation
3883,7.0,26.3,45.4,18-01-2022 16:53,NITSL001,Farm 1,no_irrigation
3884,7.0,26.3,45.3,18-01-2022 16:53,NITSL001,Farm 1,no_irrigation
3885,7.0,26.3,45.3,18-01-2022 16:53,NITSL001,Farm 1,no_irrigation
3886,7.0,26.3,45.2,18-01-2022 16:53,NITSL001,Farm 1,no_irrigation
3887,7.0,26.3,45.3,18-01-2022 16:53,NITSL001,Farm 1,no_irrigation
3888,7.0,26.3,45.2,18-01-2022 16:54,NITSL001,Farm 1,no_irrigation
3889,7.0,26.3,45.2,18-01-2022 16:54,NITSL001,Farm 1,no_irrigation
3890,7.0,26.3,45.2,18-01-2022 16:54,NITSL001,Farm 1,no_irrigation
3891,7.0,26.3,45.2,18-01-2022 16:54,NITSL001,Farm 1,no_irrigation
3892,7.0,26.3,45.3,18-01-2022 16:54,NITSL001,Farm 1,no_irrigation
3893,7.0,26.3,45.4,18-01-2022 16:54,NITSL001,Farm 1,no_irrigation
3894,7.0,26.3,45.2,18-01-2022 16:54,NITSL001,Farm 1,no_irrigation
3895,7.0,26.3,45.1,18-01-2022 16:54,NITSL001,Farm 1,no_irrigation
3896,7.0,26.3,45.4,18-01-2022 16:54,NITSL001,Farm 1,no_irrigation
3897,7.0,26.3,45.4,18-01-2022 16:54,NITSL001,Farm 1,no_irrigation
3898,7.0,26.3,45.3,18-01-2022 16:54,NITSL001,Farm 1,no_irrigation
3899,7.0,26.3,45.2,18-01-2022 16:54,NITSL001,Farm 1,no_irrigation
3900,7.0,26.3,45.3,18-01-2022 16:54,NITSL001,Farm 1,no_irrigation
3901,7.0,26.3,45.2,18-01-2022 16:55,NITSL001,Farm 1,no_irrigation
3902,7.0,26.3,45.4,18-01-2022 16:55,NITSL001,Farm 1,no_irrigation
3903,7.0,26.3,45.4,18-01-2022 16:55,NITSL001,Farm 1,no_irrigation
3904,7.0,26.3,45.3,18-01-2022 16:55,NITSL001,Farm 1,no_irrigation
3905,7.0,26.3,45.2,18-01-2022 16:55,NITSL001,Farm 1,no_irrigation
3906,7.0,26.3,45.3,18-01-2022 16:55,NITSL001,Farm 1,no_irrigation
3907,7.0,26.3,45.2,18-01-2022 16:55,NITSL001,Farm 1,no_irrigation
3908,7.0,26.3,45.3,18-01-2022 16:55,NITSL001,Farm 1,no_irrigation
3909,7.0,26.3,45.4,18-01-2022 16:55,NITSL001,Farm 1,no_irrigation
3910,7.0,26.3,45.3,18-01-2022 16:55,NITSL001,Farm 1,no_irrigation
3911,7.0,26.3,45.4,18-01-2022 16:55,NITSL001,Farm 1,no_irrigation
3912,7.0,26.3,45.5,18-01-2022 16:55,NITSL001,Farm 1,no_irrigation
3913,7.0,26.3,45.2,18-01-2022 16:55,NITSL001,Farm 1,no_irrigation
3914,7.0,26.3,45.3,18-01-2022 16:56,NITSL001,Farm 1,no_irrigation
3915,7.0,26.3,45.2,18-01-2022 16:56,NITSL001,Farm 1,no_irrigation
3916,7.0,26.3,45.5,18-01-2022 16:56,NITSL001,Farm 1,no_irrigation
3917,7.0,26.3,45.3,18-01-2022 16:56,NITSL001,Farm 1,no_irrigation
3918,7.0,26.3,45.2,18-01-2022 16:56,NITSL001,Farm 1,no_irrigation
3919,7.0,26.3,45.2,18-01-2022 16:56,NITSL001,Farm 1,no_irrigation
3920,7.0,26.3,45.2,18-01-2022 16:56,NITSL001,Farm 1,no_irrigation
3921,7.0,26.3,45.3,18-01-2022 16:56,NITSL001,Farm 1,no_irrigation
3922,7.0,26.3,45.2,18-01-2022 16:56,NITSL001,Farm 1,no_irrigation
3923,7.0,26.3,45.4,18-01-2022 16:56,NITSL001,Farm 1,no_irrigation
3924,7.0,26.3,45.3,18-01-2022 16:56,NITSL001,Farm 1,no_irrigation
3925,7.0,26.3,45.3,18-01-2022 16:56,NITSL001,Farm 1,no_irrigation
3926,7.0,26.3,45.5,18-01-2022 16:57,NITSL001,Farm 1,no_irrigation
3927,7.0,26.3,45.5,18-01-2022 16:57,NITSL001,Farm 1,no_irrigation
3928,7.0,26.3,45.3,18-01-2022 16:57,NITSL001,Farm 1,no_irrigation
